Id,Label,timeset,interval,name,type,street,city,st,zip,phone,latitude,longitude,background_map_node,lat,lng
206,Independent,,,Vancouver Food Cooperativecoop,0,1002 Main Street,Vancouver,WA,98663,(360) 694-8094,45.628778,-122.67171,,,
207,Independent,,,Yelm Food Co-opcoop,0,308 Yelm Ave E,Yelm,WA,98597,(360) 400-2210,46.940529,-122.603347,,,
208,Independent,,,Growing Tree Natural Foods,0,208 Court St Apt #1,Spencer,WV,25276,(304) 927-3619,38.802369,-81.349723,,,
209,Independent,,,Mountain People's Market,0,1400 University Avenue,Morgantown,WV,26505,(304) 291-6131,39.631816,-79.956333,,,
210,Independent,,,Natural Roads Food Co-op,0,20 Fairfax Drive,Wheeling,WV,26003,(304) 242-8873,40.066527,-80.677779,,,
211,Independent,,,Commonhealth Foods Co-op Outlet,0,1019 Tower Avenue,Superior,WI,54880,(715) 392-9862,46.72639,-92.103978,,,
212,Independent,,,Iron River Grocery Co-op,0,307 North Main Street,Iron River,WI,54847,(715) 372-4264,46.563114,-91.41712,,,
213,Independent,,,Island City Food Co-op,0,1490 Second Ave / P.O.Box857,Cumberland,WI,54829,(715) 822-8233,45.537093,-92.021456,,,
214,Independent,,,Kickapoo Exchange Food Co-op,0,Box 276 209 Main Street,Gays Mills,WI,54631,(608) 735-4544,43.317374,-90.845134,,,
215,Independent,,,Main Street Market Whole Foods Co-op,0,1 South Main Street,Rice Lake,WI,54868,(715) 234-7045,45.501568,-91.733118,,,
216,Independent,,,Mega Pik N Save,0,1201 S Hastings Way,Eau Claire,WI,54701,(715) 836-8700,44.80507,-91.470571,,,
217,Independent,,,Natural Alternatives Food Co-op,0,241 Main Street / P.O. Box 377,Luck,WI,54837,(715) 472-8084,44.231386,-91.840264,,,
218,Independent,,,Nature's Bakery Co-op,0,1019 Williams Street,Madison,WI,53703,(608) 257-3649,43.081059,-89.366933,,,
219,Independent,,,Neighborhood Natural Foods Coop,0,320 Main St PO Box 35,Iron River,WI,54847,(715) 372-4022,44.876438,-91.926543,,,
220,Independent,,,Riverwest Co-op Grocery & Café,0,733 N. Clark St.,Milwaukee,WI,53212,(414) 264-7933,43.065512,-87.901817,,,
221,Independent,,,Stevens Point Area Food Co-op,0,633 Second St.,Stevens Point,WI,54481,(715) 341-1555,44.528983,-89.585511,,,
222,Independent,,,Trillium Natural Foods Community Co-op,0,517 Springdale Street,Mount Horeb,WI,53572,(608) 437-5288,43.009071,-89.73279,,,
223,Independent,,,Viola Food Co-op,0,110 Commercial Street / P.O. Box243,Viola,WI,54664,(608) 627-1476,43.506195,-90.668983,,,
224,Independent,,,Yahara River Grocery Cooperative,0,229 East Main Street,Stoughton,WI,53589,(608) 877-0947,44.689686,-87.474331,,,
225,Independent,,,Big Hollow Food Coop,0,119 South First Street.,Laramie,WY,82070,(307) 745-3586,41.146716,-104.823632,,,
226,Independent,,,Sweet Grass Food Co-op,0,169 Esterbrook Rd.,Douglas,WY,82633,(307) 358-0582,42.73447,-105.405258,,,
228,NCG,,,Food Conspiracy Co-op,1,412 N. 4th Ave.,Tucson,AZ,85705,(520) 624-4821,32.226849,-110.965151,,,
229,NCG,,,Ozark Natural Foods,1,1554 N. College Ave.,Fayetteville,AR,72703,(479) 521-7558,36.082265,-94.154349,,,
230,NCG,,,BriarPatch Food Co-op,1,290 Sierra College Drive,Grass Valley,CA,95945,(530) 272-5333,39.234932,-121.053462,,,
231,NCG,,,Chico Natural Foods Cooperative,1,818 Main Street,Chico,CA,95928,(530) 891-1713,39.725784,-121.835661,,,
232,NCG,,,Co+opportunity Market & Deli (Culver City),1,8770 Washington Blvd.,Culver City,CA,90232,(310) 451-8902,34.028312,-118.385556,,,
233,NCG,,,Co+opportunity Market & Deli (Santa Monica),1,1525 Broadway,Santa Monica,CA,90404,,34.023775,-118.482985,,,
234,NCG,,,Davis Food Co-op,1,620 G St.,Davis,CA,95616,(530) 758-2667,38.54941,-121.739945,,,
235,NCG,,,Feather River Food Co-op,1,60 N. Pine Street,Portola,CA,96122,(530) 832-1642,39.81063,-120.467904,,,
236,NCG,,,Isla Vista Food Co-op,1,6575 Seville Road,Isla Vista,CA,93117,(805) 968-1401,34.411728,-119.857688,,,
237,NCG,,,North Coast Co-op (Arcata),1,811 I Street,Arcata,CA,95521,(707) 822-5947,40.868951,-124.088516,,,
238,NCG,,,North Coast Co-op (Eureka),1,25 4th Street,Eureka,CA,95501,(707) 443-6027,40.802125,-124.17134,,,
239,NCG,,,O.B. Garden Café,1,4741 Voltaire Street,San Diego,CA,92107,(619) 255-1193,32.749181,-117.24219,,,
240,NCG,,,Ocean Beach People's Organic Food Co-op,1,4765 Voltaire Street,San Diego,CA,92107,(619) 224-1387,32.749436,-117.242607,,,
241,NCG,,,Quincy Natural Foods Co-op,1,269 Main Street,Quincy,CA,95971,(530) 283-3528,39.936923,-120.943526,,,
242,NCG,,,SLO Natural Foods Co-op,1,2494 Victoria Avenue,San Luis Obispo,CA,93401,(805) 544-7928,35.267347,-120.652434,,,
243,NCG,,,Sacramento Natural Foods Co-op,1,2820 R Street,Sacramento,CA,95816,(916) 455-2667,38.564524,-121.472509,,,
244,NCG,,,Ukiah Natural Foods Co-op,1,721 South State St.,Ukiah,CA,95482,(707) 462-4778,39.143184,-123.205092,,,
245,NCG,,,Durango Natural Foods Co-op,1,575 East 8th Avenue,Durango,CO,81301,(970) 247-8129,37.268015,-107.872515,,,
246,NCG,,,Fiddleheads Co-op,1,13 Broad Street,New London,CT,6320,(860) 701-9123,41.356073,-72.100236,,,
247,NCG,,,Willimantic Food Co-op,1,91 Valley Street,Willimantic,CT,6226,(860) 456-3611,41.713412,-72.211192,,,
248,NCG,,,Newark Natural Foods Co-op,1,230 East Main Street,Newark,DE,19711,(302) 368-5894,39.684234,-75.74386,,,
249,NCG,,,Ever'man Cooperative Grocery & Cafe,1,315 W. Garden St.,Pensacola,FL,32502,(850) 438-0402,30.411853,-87.220545,,,
250,NCG,,,New Leaf Market Co-op,1,1235 Apalachee Parkway,Tallahassee,FL,32301,(850) 942-2557,30.437295,-84.264332,,,
251,NCG,,,Daily Groceries Co-op *,1,523 Prince Avenue,Athens,GA,30601,(706) 548-1732,33.960646,-83.385881,,,
252,NCG,,,Life Grocery & Cafe,1,1453 Roswell Road,Marietta,GA,30062,(770) 977-9583,33.95111,-84.508979,,,
253,NCG,,,Sevananda Natural Foods Market,1,467 Moreland Ave NE,Atlanta,GA,30307,(404) 681-2831,33.766935,-84.34859,,,
254,NCG,,,Boise Co-op (North End),1,888 W. Fort St.,Boise,ID,83702,(208) 472-4500,43.622649,-116.198373,,,
255,NCG,,,Boise Co-op (The Village),1,2350 N. Eagle Road,Meridian,ID,83646,(208) 809-2200,43.626183,-116.351758,,,
256,NCG,,,Moscow Food Co-op,1,121 East 5th Street,Moscow,ID,83843,(208) 882-8537,46.730404,-117.000424,,,
257,NCG,,,Common Ground Food Co-op,1,300 S Broadway Avenue,Urbana,IL,61801,(217) 352-3347,40.110641,-88.207185,,,
258,NCG,,,Dill Pickle Food Co-op,1,2746 N. Milwaukee Avenue,Chicago,IL,60647,(773) 252-2667,41.930872,-87.710912,,,
259,NCG,,,Green Top Grocery *,1,921 E Washington Street,Bloomington,IL,61701,(309) 306-1523,40.47951,-88.980542,,,
260,NCG,,,Neighborhood Co-op Grocery,1,1815 W. Main Street,Carbondale,IL,62901,(618) 529-3533,37.726841,-89.240008,,,
261,NCG,,,Sugar Beet Food Co-op,1,812 W. Madison Street,Oak Park,IL,60302,(708) 948-7656,41.879835,-87.795544,,,
262,NCG,,,3 Rivers Natural Grocery,1,1612 Sherman Blvd.,Ft. Wayne,IN,46808,(260) 424-8812,41.089645,-85.153433,,,
263,NCG,,,Bloomingfoods Market and Deli (East Third St.),1,3220 E. Third St.,Bloomington,IN,47401,(812) 336-5400,39.164132,-86.491635,,,
264,NCG,,,Bloomingfoods Market and Deli (Ivy Tech),1,200 Daniels Way,Bloomington,IN,47404,(812) 822-0143,39.164826,-86.599014,,,
265,NCG,,,Bloomingfoods Market and Deli (West 6th Street),1,316 W. 6th St.,Bloomington,IN,47404,(812) 333-7312,39.167673,-86.536562,,,
266,NCG,,,Maple City Market,1,314 S. Main St.,Goshen,IN,46526,(574) 534-2355,41.583114,-85.834345,,,
267,NCG,,,New Pioneer Co-op (Cedar Rapids),1,"3338 Center Point Road, NE",Cedar Rapids,IA,52402,(319) 365-2632,42.01259,-91.663594,,,
268,NCG,,,New Pioneer Co-op (Coralville),1,1101 2nd Street,Coralville,IA,52241,(319) 358-5513,41.674352,-91.580287,,,
269,NCG,,,New Pioneer Co-op (Iowa City),1,22 South Van Buren,Iowa City,IA,52240,(319) 338-9441,41.660511,-91.528381,,,
270,NCG,,,Oneota Community Co-op,1,312 W. Water Street,Decorah,IA,52101,(563) 382-4666,43.304238,-91.788929,,,
271,NCG,,,Wheatsfield Cooperative,1,413 Northwestern Ave.,Ames,IA,50010,(515) 232-4094,42.025165,-93.621612,,,
272,NCG,,,The Merc Co+op,1,901 Iowa Street,Lawrence,KS,66044,(785) 843-8544,38.966007,-95.260512,,,
273,NCG,,,Good Foods Co-op,1,455-D Southland Dr.,Lexington,KY,40503,(859) 278-1813,38.019387,-84.527616,,,
274,NCG,,,Belfast Co-op,1,123 High Street,Belfast,ME,4915,(207) 338-2532,45.017225,-69.287385,,,
275,NCG,,,Blue Hill Co-op Community Market & Cafe,1,P.O. Box 1133,Blue Hill,ME,4614,(207) 374-2165,44.404347,-68.566056,,,
276,NCG,,,Portland Food Co-op,1,290 Congress Street,Portland,ME,4101,(207) 805-1599,43.661225,-70.252437,,,
277,NCG,,,Rising Tide Community Market,1,323 Main Street,Damariscotta,ME,4543,(207) 563-5556,44.03119,-69.524053,,,
278,NCG,,,TPSS Co-op,1,201 Ethan Allen Ave.,Takoma Park,MD,20912,(301) 891-2667,38.977779,-77.005926,,,
279,NCG,,,The Common Market,1,5728 Unit B-1 Buckeystown Pike,Frederick,MD,21704,(301) 663-3416,39.354103,-77.375,,,
280,NCG,,,Berkshire Co-op Market,1,42 Bridge Street,Great Barrington,MA,1230,(413) 528-9697,42.193016,-73.360801,,,
281,NCG,,,Franklin Community Co-op (Green Fields Market),1,144 Main Street,Greenfield,MA,1301,(413) 773-9567,42.588137,-72.603935,,,
282,NCG,,,Franklin Community Co-op (McCusker's Market),1,3 State Street,Shelburne Falls,MA,1370,(413) 625-9411,42.603747,-72.741457,,,
283,NCG,,,Harvest Co-op Markets (Arboretum),1,3815 Washington Street,Jamaica Plain,MA,2130,(617) 405-5300,42.309862,-71.114875,,,
284,NCG,,,Harvest Co-op Markets (Cambridge),1,580 Mass Ave.,Cambridge,MA,2139,(617) 661-1580,42.362539,-71.103044,,,
285,NCG,,,River Valley Co-op,1,330 North King Street,Northampton,MA,1060,(413) 584-2665,42.335215,-72.637117,,,
286,NCG,,,Wild Oats Market,1,320 Main Street,Williamstown,MA,1267,(413) 458-8060,42.703547,-73.18725,,,
287,NCG,,,Grain Train Natural Foods Market (Boyne City),1,104 S. Park St.,Boyne City,MI,49712,(231) 459-4522,45.214956,-85.013054,,,
288,NCG,,,Grain Train Natural Foods Market (Petoskey),1,220 E. Mitchell,Petoskey,MI,49770,(231) 347-2381,45.373685,-84.957655,,,
289,NCG,,,GreenTree Cooperative Grocery,1,214 N. Franklin Ave.,Mt. Pleasant,MI,48858,(989) 772-3221,43.605496,-84.774131,,,
290,NCG,,,Keweenaw Co-op Market & Deli,1,1035 Ethel Avenue,Hancock,MI,49930,(906) 482-2030,47.133193,-88.599651,,,
291,NCG,,,Marquette Food Co-op,1,502 West Washington,Marquette,MI,49855,(906) 225-0671,46.544746,-87.402631,,,
292,NCG,,,Oryana Community Co-op,1,260 E. 10th St.,Traverse City,MI,49684,(231) 947-0191,44.756967,-85.619805,,,
293,NCG,,,PFC Natural Grocery & Deli,1,507 Harrison Street,Kalamazoo,MI,49007,(269) 342-5686,42.296361,-85.574802,,,
294,NCG,,,People's Food Co-op - Ann Arbor,1,216 N. 4th Ave.,Ann Arbor,MI,48104,(734) 769-0095,42.282881,-83.746803,,,
295,NCG,,,Ypsilanti Food Co-op,1,312 N. River St.,Ypsilanti,MI,48198,(734) 483-1520,42.244707,-83.608479,,,
296,NCG,,,Bluff Country Co-op,1,121 W. 2nd St.,Winona,MN,55987,(507) 452-1815,44.053751,-91.637993,,,
297,NCG,,,City Center Market,1,122 North Buchanan Street,Cambridge,MN,55008,(763) 689-4640,45.572829,-93.22145,,,
298,NCG,,,Cook County Whole Foods Co-op,1,20 East First Street,Grand Marais,MN,55604,(218) 387-2503,47.231315,-93.528107,,,
299,NCG,,,Eastside Food Cooperative,1,2551 Central Avenue N.E.,Minneapolis,MN,55418,(612) 788-0950,45.014751,-93.246814,,,
300,NCG,,,Good Earth Food Co-op *,1,2010 Veterans Drive,St. Cloud,MN,56303,(320) 253-9290,45.565241,-94.181175,,,
301,NCG,,,Hampden Park Co-op,1,928 Raymond Avenue,St. Paul,MN,55114,(651) 646-6686,44.969096,-93.197769,,,
302,NCG,,,Harmony Natural Foods Co-op,1,302 Irvine Ave NW,Bemidji,MN,56601,(218) 751-2009,47.470815,-94.885276,,,
303,NCG,,,Harvest Moon Natural Foods,1,2380 W. Wayzata Blvd,Long Lake,MN,55356,(952) 345-3300,44.990057,-93.582535,,,
304,NCG,,,Just Food Co-op,1,516 Water Street S.,Northfield,MN,55057,(507) 650-0106,44.454393,-93.162154,,,
305,NCG,,,Lakewinds Food Co-op (Chanhassen),1,435 Pond Promenade,Chanhassen,MN,55317,(952) 697-3366,44.857334,-93.531695,,,
306,NCG,,,Lakewinds Food Co-op (Minnetonka),1,17501 Minnetonka Blvd.,Minnetonka,MN,55345,(952) 473-0292,44.941292,-93.500754,,,
307,NCG,,,Lakewinds Food Co-op (Richfield),1,6420 Lyndale Ave. S,Richfield,MN,55423,(612) 814-8000,44.886243,-93.288255,,,
308,NCG,,,Linden Hills Co-op,1,3815 Sunnyside Ave.,Minneapolis,MN,55410,(612) 922-1159,44.921948,-93.328462,,,
309,NCG,,,Mississippi Market (East 7th Street),1,740 East 7th Street,St. Paul,MN,55106,(651) 771-5061,44.959316,-93.070089,,,
310,NCG,,,Mississippi Market (Selby),1,622 Selby Ave.,St. Paul,MN,55104,(651) 310-9499,44.946488,-93.126493,,,
311,NCG,,,Mississippi Market (West 7th Street),1,1500 West 7th Street,St. Paul,MN,55102,(651) 690-0507,44.918563,-93.14003,,,
312,NCG,,,Natural Harvest Food Co-op,1,732 N. 4th Street,Virginia,MN,55792,(218) 741-4663,47.526812,-92.544755,,,
313,NCG,,,People's Food Co-op (Rochester),1,519 1st Ave SW,Rochester,MN,55902,(507) 289-9061,44.017228,-92.464749,,,
314,NCG,,,River Market Community Co-op,1,221 N. Main Street,Stillwater,MN,55082,(651) 439-0366,45.057811,-92.806568,,,
315,NCG,,,Saint Peter Food Co-op and Deli,1,228 W. Mulberry,Saint Peter,MN,56082,(507) 934-4880,44.322545,-93.959117,,,
316,NCG,,,Seward Community Co-op (Franklin),1,2823 E. Franklin Ave.,Minneapolis,MN,55406,(612) 338-2465,44.962478,-93.230618,,,
317,NCG,,,Seward Community Co-op (Friendship),1,317 East 38th Street,Minneapolis,MN,55409,(612) 230-5595,44.933906,-93.272057,,,
318,NCG,,,Spiral Natural Foods Co-op & Grocery *,1,1250 South Frontage Road,Hastings,MN,55033,(651) 437-2667,44.738915,-92.876339,,,
319,NCG,,,Valley Natural Foods,1,13750 County Road 11,Burnsville,MN,55337,(952) 891-1212,44.754588,-93.249204,,,
320,NCG,,,Wedge Co-op (Lyndale),1,2105 Lyndale Ave. S.,Minneapolis,MN,55405,(612) 871-3993,44.961537,-93.287606,,,
321,NCG,,,Wedge Co-op (Nicollet),1,2412 Nicollet Avenue,Minneapolis,MN,55404,(612) 465-8844,44.958474,-93.278376,,,
322,NCG,,,Whole Foods Co-op - Duluth (Denfeld),1,4426 Grand Avenue,Duluth,MN,55807,(218) 728-0884,46.747063,-92.156093,,,
323,NCG,,,Community Food Co-op - Bozeman (Downtown),1,44 E Main,Bozeman,MT,59715,(406) 922-2667,45.678966,-111.035892,,,
324,NCG,,,Community Food Co-op - Bozeman (West Main),1,908 West Main St.,Bozeman,MT,59715,(406) 587-4039,45.679001,-111.049895,,,
325,NCG,,,Open Harvest Cooperative Grocery,1,1618 South St.,Lincoln,NE,68502,(402) 475-9069,40.791851,-96.698117,,,
326,NCG,,,Great Basin Community Food Co-op,1,240 Court Street,Reno,NV,89501,(775) 324-6133,39.522611,-119.815474,,,
327,NCG,,,Concord Food Co-op (Concord),1,24 South Main St.,Concord,NH,3301,(603) 225-6840,43.203063,-71.535816,,,
328,NCG,,,Concord Food Co-op (New London),1,52 Newport Road,New London,NH,3257,(603) 526-6650,43.421532,-71.994056,,,
329,NCG,,,Hanover Co-op Food Stores (Hanover),1,45 South Park Street,Hanover,NH,3755,(603) 643-2667,43.698008,-72.280497,,,
330,NCG,,,Hanover Co-op Market (Hanover),1,43 Lyme Road,Hanover,NH,3755,(603) 643-2725,43.713428,-72.276528,,,
331,NCG,,,Littleton Food Co-op,1,43 Bethlehem Road,Littleton,NH,3561,(603) 444-2800,44.298664,-71.767173,,,
332,NCG,,,Monadnock Food Co-op,1,34 Cypress Street,Keene,NH,3431,(603) 355-8008,42.932006,-72.276247,,,
333,NCG,,,La Montañita Co-op (Gallup),1,105 East Coal,Gallup,NM,87301,(505) 863-5383,35.527811,-108.740914,,,
334,NCG,,,La Montañita Co-op (Nob Hill),1,3500 Central Ave. S.E.,Albuquerque,NM,87106,(505) 265-4631,35.079577,-106.605532,,,
335,NCG,,,La Montañita Co-op (Santa Fe),1,913 West Alameda,Santa Fe,NM,87501,(505) 984-2852,35.689435,-105.958651,,,
336,NCG,,,La Montañita Co-op (UNM Grab & Go),1,2301 Central NE,Albuquerque,NM,87106,(505) 277-9586,35.095439,-106.673937,,,
337,NCG,,,La Montañita Co-op (Valley),1,2400 Rio Grande,Albuquerque,NM,87104,(505) 242-8800,35.117948,-106.674937,,,
338,NCG,,,La Montañita Co-op (West),1,3601 Old Airport Road,Albuquerque,NM,87114,(505) 217-2001,35.202879,-106.652959,,,
339,NCG,,,Los Alamos Cooperative Market,1,95 Entrada Drive,Los Alamos,NM,87544,(505) 695-1579,35.876768,-106.260936,,,
340,NCG,,,Mountain View Market,1,1300 El Paseo,Las Cruces,NM,88001,(575) 523-0436,32.297043,-106.771761,,,
341,NCG,,,Silver City Food Co-op,1,520 N. Bullard St.,Silver City,NM,88061,(575) 388-2343,32.771895,-108.276114,,,
342,NCG,,,Abundance Food Co-op,1,571 South Avenue,Rochester,NY,14620,(585) 454-2667,43.1445,-77.6053,,,
343,NCG,,,East Aurora Co-op Market,1,591 Main Street,East Aurora,NY,14052,(716) 655-2667,42.7677,-78.6127,,,
344,NCG,,,Flatbush Food Cooperative,1,1415 Cortelyou Road,Brooklyn,NY,11226,(718) 284-9717,40.6412,-73.9647,,,
345,NCG,,,GreenStar Cooperative Market (Collegetown),1,307 College Avenue,Ithaca,NY,14850,(607) 273-2667,42.4406,-76.485,,,
346,NCG,,,GreenStar Cooperative Market (DeWitt),1,215 N. Cayuga St.,Ithaca,NY,14850,(607) 273-8210,42.4406,-76.4988,,,
347,NCG,,,GreenStar Cooperative Market (West End),1,701 W. Buffalo Street,Ithaca,NY,14850,(607) 273-9392,42.4407,-76.5111,,,
348,NCG,,,Honest Weight Food Co-op,1,100 Watervliet Ave.,Albany,NY,12206,(518) 482-2667,42.6787,-73.7817,,,
349,NCG,,,Hungry Hollow Co-op,1,841 Chestnut Ridge Road,Chestnut Ridge,NY,10977,(845) 356-3319,41.081941,-74.060563,,,
350,NCG,,,Lexington Cooperative Market (Elmwood),1,807 Elmwood Ave.,Buffalo,NY,14222,(716) 886-1036,42.9193,-78.8768,,,
351,NCG,,,Park Slope Food Coop,1,782 Union Street,Brooklyn,NY,11215,(718) 783-2187,40.674823,-73.976738,,,
352,NCG,,,Syracuse Cooperative Market,1,618 Kensington Rd.,Syracuse,NY,13210,(315) 472-1385,43.0319,-76.1164,,,
353,NCG,,,Chatham Marketplace,1,480 Hillsboro St.,Pittsboro,NC,27312,(919) 542-2643,35.726649,-79.174563,,,
354,NCG,,,Deep Roots Market,1,600 N. Eugene St.,Greensboro,NC,27401,(336) 292-9216,36.079542,-79.793287,,,
355,NCG,,,Durham Co-op Market,1,1111 West Chapel Hill Street,Durham,NC,27701,(919) 973-1707,35.996482,-78.916793,,,
356,NCG,,,French Broad Food Co-op,1,90 Biltmore Ave.,Asheville,NC,28801,(828) 255-7650,35.591698,-82.55051,,,
357,NCG,,,Hendersonville Community Co-op,1,60 South Charleston Lane,Hendersonville,NC,28792,(828) 693-0505,35.305245,-82.449046,,,
358,NCG,,,Tidal Creek Cooperative Food Market,1,5329 Oleander Drive,Wilmington,NC,28403,(910) 799-2667,34.209021,-77.860838,,,
359,NCG,,,Weaver Street Market (Carrboro),1,101 E. Weaver St.,Carrboro,NC,27510,(919) 929-0010,35.911204,-79.071107,,,
360,NCG,,,Weaver Street Market (Chapel Hill),1,716 Market St.,Chapel Hill,NC,27516,(919) 929-2009,35.88008,-79.065965,,,
361,NCG,,,Weaver Street Market (Hillsborough),1,228 South Churton Street,Hillsborough,NC,27278,(919) 245-5050,36.073559,-79.099796,,,
362,NCG,,,Phoenix Earth Food Co-op,1,1447 W. Sylvania Ave.,Toledo,OH,43612,(419) 476-3211,41.692219,-83.577536,,,
363,NCG,,,Alberta Cooperative Grocery,1,1500 N.E. Alberta Street,Portland,OR,97211,(503) 287-4333,45.558871,-122.649423,,,
364,NCG,,,Ashland Food Co-op,1,237 N. First St.,Ashland,OR,97520,(541) 482-2237,42.198715,-122.71155,,,
365,NCG,,,Astoria Co-op Grocery,1,1355 Exchange Street,Astoria,OR,97103,(503) 325-0027,46.187865,-123.828908,,,
366,NCG,,,First Alternative Co-op (North),1,2855 N.W. Grant Avenue,Corvallis,OR,97330,(541) 753-3115,44.578941,-123.282601,,,
367,NCG,,,Food Front Cooperative Grocery (Hillsdale),1,6344 S.W. Capitol Highway,Portland,OR,97239,(503) 546-6559,45.477996,-122.695654,,,
368,NCG,,,Food Front Cooperative Grocery (NW),1,2375 N.W. Thurman St.,Portland,OR,97210,(503) 222-5658,45.535689,-122.700253,,,
369,NCG,,,Medford Food Co-op,1,945 S Riverside Ave,Medford,OR,97501,(541) 779-2667,42.317842,-122.863305,,,
370,NCG,,,People's Food Co-op - Portland,1,3029 S.E. 21st Ave.,Portland,OR,97202,(503) 674-2642,45.500816,-122.644928,,,
371,NCG,,,East End Food Co-op,1,7516 Meade Street,Pittsburgh,PA,15208,(412) 242-3598,40.448312,-79.895704,,,
372,NCG,,,Mariposa Food Co-op,1,4824 Baltimore Ave.,Philadelphia,PA,19143,(215) 729-2121,39.947965,-75.220589,,,
373,NCG,,,Weavers Way Co-op (Ambler),1,217 E. Butler Avenue,Ambler,PA,19002,(215) 302-5550,40.157031,-75.217547,,,
374,NCG,,,Weavers Way Co-op (Chestnut Hill),1,8424 Germantown Ave,Philadelphia,PA,19118,(215) 843-2350,40.075264,-75.205323,,,
375,NCG,,,Whole Foods Cooperative,1,1341 West 26th Street,Erie,PA,16508,(814) 456-0282,42.101493,-80.101565,,,
376,NCG,,,Natural Abundance Food Co-op *,1,112 North Main Street,Aberdeen,SD,57401,(605) 229-4947,45.466718,-98.488031,,,
377,NCG,,,The Co-op Natural Foods,1,410 West 18th Street,Sioux Falls,SD,57104,(605) 339-9506,43.537081,-96.732225,,,
378,NCG,,,Three Rivers Market,1,1100 N. Central Street,Knoxville,TN,37917,(865) 525-2069,35.98081,-83.9284,,,
379,NCG,,,Wheatsville Co-op (Guadalupe),1,3101 Guadalupe St.,Austin,TX,78705,(512) 478-2667,30.297685,-97.740735,,,
380,NCG,,,Wheatsville Co-op (South Lamar),1,4001 South Lamar St. E,Austin,TX,78704,(512) 814-2888,30.235212,-97.791377,,,
381,NCG,,,Brattleboro Food Co-op,1,2 Main St.,Brattleboro,VT,5301,(802) 257-0236,42.850442,-72.557979,,,
382,NCG,,,City Market/Onion River Co-op (Downtown),1,82 South Winooski Avenue,Burlington,VT,5401,(802) 861-9700,44.478156,-73.210781,,,
383,NCG,,,City Market/Onion River Co-op (South End),1,207 Flynn Avenue,Burlington,VT,5401,(802) 540-6400,44.455041,-73.218384,,,
384,NCG,,,Hanover Co-op Food Stores (White River Junction),1,209 Maple Street,White River Junction,VT,5001,(802) 295-3400,43.652243,-72.318382,,,
385,NCG,,,Hunger Mountain Co-op,1,623 Stone Cutters Way,Montpelier,VT,5602,(802) 223-8000,44.253146,-72.571692,,,
386,NCG,,,Middlebury Natural Foods Co-op,1,9 Washington St.,Middlebury,VT,5753,(802) 388-7276,44.015033,-73.165192,,,
387,NCG,,,Putney Food Co-op,1,8 Carol Brown Way,Putney,VT,5346,(802) 387-5866,42.967997,-72.523131,,,
388,NCG,,,Springfield Food Co-op,1,335 River Street (Rt. 106),Springfield,VT,5156,(802) 885-3363,43.318219,-72.503956,,,
389,NCG,,,Upper Valley Food Co-op,1,193 N. Main St.,White River Junction,VT,5001,(802) 295-5804,43.650346,-72.3219,,,
390,NCG,,,Friendly City Food Co-op,1,150 East Wolfe Street,Harrisonburg,VA,22802,(540) 801-8882,38.451248,-78.866557,,,
391,NCG,,,Roanoke Co+op (Grandin Road),1,1319 Grandin Road S.W.,Roanoke,VA,24015,(540) 343-5652,37.265614,-79.977135,,,
392,NCG,,,Roanoke Co+op (Market Square),1,One Market Square,Roanoke,VA,24011,(540) 904-2733,37.271406,-79.939519,,,
393,NCG,,,Central Co-op (Seattle),1,1600 East Madison Street,Seattle,WA,98122,(206) 329-1545,47.61554,-122.310977,,,
394,NCG,,,Community Food Co-op - Bellingham (Cordata),1,315 Westerly Road,Bellingham,WA,98225,(360) 734-8158,48.7915,-122.49242,,,
395,NCG,,,Main Market Co-op,1,44 W. Main Avenue,Spokane,WA,99201,(509) 458-2667,47.65936,-117.412702,,,
396,NCG,,,Olympia Food Co-op (Eastside),1,3111 Pacific Ave. SE,Olympia,WA,98501,(360) 956-3870,47.042071,-122.856531,,,
397,NCG,,,Olympia Food Co-op (Westside),1,921 North Rogers St. NW,Olympia,WA,98502,(360) 754-7666,47.053319,-122.918936,,,
398,NCG,,,Orcas Food Co-op,1,"138-B North Beach Rd, #913",Eastsound,WA,98245,(360) 376-2009,48.694829,-122.90626,,,
399,NCG,,,PCC Community Markets (Bothell),1,22621 Bothell Everett Highway,Bothell,WA,98021,(425) 492-0122,47.792743,-122.214381,,,
400,NCG,,,PCC Community Markets (Burien),1,"15840 First Avenue, S",Burien,WA,98148,(206) 268-0270,47.46097,-122.331908,,,
401,NCG,,,PCC Community Markets (Columbia City),1,3610 S. Edmunds Street,Seattle,WA,98118,(206) 466-6182,47.558844,-122.28689,,,
402,NCG,,,PCC Community Markets (Edmonds),1,9803 Edmonds Way,Edmonds,WA,98020,(425) 275-9036,47.791643,-122.365992,,,
403,NCG,,,PCC Community Markets (Fremont),1,600 N 34th Street,Seattle,WA,98103,(206) 632-6811,47.649937,-122.351013,,,
404,NCG,,,PCC Community Markets (Greenlake Aurora),1,7504 Aurora Ave. North,Seattle,WA,98103,(206) 525-3586,47.683455,-122.344136,,,
405,NCG,,,PCC Community Markets (Greenlake Village),1,450 NE 71st Street,Seattle,WA,98115,(206) 729-5075,47.680264,-122.323425,,,
406,NCG,,,PCC Community Markets (Issaquah),1,1810 12th Ave. NW,Issaquah,WA,98027,(425) 369-1222,47.551614,-122.056338,,,
407,NCG,,,PCC Community Markets (Kirkland),1,10718 NE 68th St.,Kirkland,WA,98033,(425) 828-4622,47.667341,-122.197395,,,
